r_kpc,phi_mid,lap_phi,K_free_phi,V_eff,K_eff_phi
5.055006257822277,0.24773358396384282,0.05840757141926321,-0.05840757141926321,0.19269922768112183,-0.010669501118754351
5.305256570713391,0.2143042592090454,0.045854486621385374,-0.045854486621385374,0.1449420261577458,-0.014792793077391581
5.555506883604505,0.18662890509721047,0.03640434117361425,-0.03640434117361425,0.11428040179365781,-0.015076314912794604
5.805757196495619,0.16352093841416362,0.02919800118275842,-0.02919800118275842,0.0956157348122556,-0.013562826499098572
6.056007509386733,0.1440757082863105,0.023637763084217084,-0.023637763084217084,0.08461370603472415,-0.011446983456534537
6.306257822277847,0.12759533940727535,0.019301162287300822,-0.019301162287300822,0.07809715043100973,-0.009336329871315096
6.5565081351689605,0.11353562762880579,0.015885231746217653,-0.015885231746217653,0.073996357288534,-0.007484008879218589
6.806758448060075,0.10146796751802366,0.013169783944326455,-0.013169783944326455,0.07109444626558545,-0.0059559749799381525
7.057008760951189,0.09105168946555023,0.010992812075205208,-0.010992812075205208,0.06874038064954116,-0.004733884282559468
7.307259073842302,0.08201371083020195,0.009233751870659885,-0.009233751870659885,0.06661637959746002,-0.0037702953777988338
7.557509386733416,0.07413339552640996,0.007801927106996056,-0.007801927106996056,0.06458167044332562,-0.0030142685882647386
7.80775969962453,0.06723116899967144,0.0066284662938655954,-0.0066284662938655954,0.0625810465544362,-0.0024210693767879893
8.058010012515645,0.06115987234380555,0.005660577120479409,-0.005660577120479409,0.06059710881812436,-0.00195446568075923
8.308260325406758,0.05579813591553913,0.0048574437411476575,-0.0048574437411476575,0.05862768855851464,-0.0015861280065457592
8.558510638297873,0.05104525689346945,0.004187254956194144,-0.004187254956194144,0.056676091803665125,-0.0012942092903581999
8.808760951188987,0.04681720741508604,0.0036250296401843887,-0.0036250296401843887,0.0547472136732011,-0.0010619179822480983
9.0590112640801,0.043043500139172255,0.003151010333784655,-0.003151010333784655,0.05284609919889064,-0.0008763292555624947
9.309261576971217,0.03966470948349135,0.002749465887375844,-0.002749465887375844,0.050977443019990944,-0.0007274604197766692
9.559511889862328,0.03663049818417153,0.0024077914407372044,-0.0024077914407372044,0.0491454266370154,-0.0006075699795496767
9.809762202753442,0.0338980361761715,0.0021158264968088964,-0.0021158264968088964,0.047353673522988485,-0.0005106299586520183
10.060012515644557,0.031430726187864244,0.001865334338174116,-0.001865334338174116,0.04560524738561818,-0.0004319282948669395
10.31026282853567,0.02919717070512419,0.0016496017708303675,-0.0016496017708303675,0.043902669058154604,-0.0003677680479288537
10.560513141426783,0.027170330069594104,0.0014631292961769606,-0.0014631292961769606,0.042247943486362495,-0.0003152387268909333
10.810763454317897,0.025326832829261334,0.0013013897370130058,-0.0013013897370130058,0.040642593079872585,-0.0002720415763313793
